type,name,notice,furigana
小型家電,送風機,小型家電ボックス（横60センチ たて25センチ）に入らないものは、不燃ごみとしてお出しください。,そ
小型家電,掃除機,小型家電ボックス（横60センチ たて25センチ）に入らないものは、不燃ごみとしてお出しください。,そ
不燃ごみ,タイヤチェーン,,た
不燃ごみ,体重計,電池入りのものは取り外して出してください。,た
不燃ごみ,脱衣かご,,た
不燃ごみ,耐熱ガラス製品,空きびんではありません。,た
不燃ごみ（粗大ごみ）,卓上コンロ,電池及びカセットボンベは取り外してください。,た
不燃ごみ（粗大ごみ）,タイル（家庭用）,,た
受入れできないもの,タイヤ（ホイール含む）　自転車、一輪車などのタイヤは受入可能,購入店または専門業者へ引取りを依頼してください。,た
古紙類,段ボール,,た
古紙類,ダイレクトメール,圧着タイプのはがきは可燃ごみ,た
可燃ごみ,タンスシート,,た
可燃ごみ,種,,た
可燃ごみ,タオル,,た
可燃ごみ,竹ぐし,先端部分を保護して出してください。,た
可燃ごみ,足袋（たび）,,た
可燃ごみ（粗大ごみ）,竹ぼうき,,た
可燃ごみ（粗大ごみ）,畳,5枚以上の場合は職員による現地確認が必要ですので事前に峰山クリーンセンター（0772-62-4626）にご連絡ください。,た
可燃ごみ（粗大ごみ）,たんす,破砕した後に焼却しますので、分解し金属部分を外して出してください。（ガラス含む）,た
容器包装プラスチック,たばこの外包装フィルム,,た
容器包装プラスチック,卵のパック,,た
小型家電,体温計（電池式）,小型家電ボックス（横60センチ たて25センチ）に入らないものは、不燃ごみとしてお出しください。電池を抜いて出してください。,た
小型家電,体重計（電気式）,小型家電ボックス（横60センチ たて25センチ）に入らないものは、不燃ごみとしてお出しください。,た
有害ごみ,体温計（水銀入り）,割れないように出してください。,た
不燃ごみ,茶わん類,,ち
不燃ごみ,チェーンソー,購入店または専門業者へ引取りを依頼してください。,ち
不燃ごみ,彫刻刀,先端部分を保護して出してください。,ち
不燃ごみ（粗大ごみ）,チャイルドシート,,ち
受入れできないもの,注射器,病院または専門業者へ引取りを依頼してください。,ち
古紙類,チラシ,新聞・チラシと同じ区分で出してください。,ち
古紙類,調味料の箱,,ち
不燃ごみ,使い捨てカイロ,,つ
不燃ごみ,使い捨てカメラ,,つ
不燃ごみ,積み木（プラスチック製）,,つ
不燃ごみ,爪切り,,つ
不燃ごみ（粗大ごみ）,漬物石,,つ
不燃ごみ（粗大ごみ）,釣り竿,,つ
不燃ごみ（粗大ごみ）,机（金属製）,,つ
可燃ごみ,釣り糸,,つ
可燃ごみ,積み木（木製）,,つ
可燃ごみ（粗大ごみ）,机（木製）,破砕した後に焼却しますので、分解し金属部分を外して出してください。,つ
不燃ごみ,手鏡,,て
不燃ごみ,テント,,て
不燃ごみ,電球（白熱球）,,て
不燃ごみ,DVDディスク,壊してから出してください。,て
不燃ごみ,鉄アレイ,,て
不燃ごみ（粗大ごみ）,電気カーペット,,て
不燃ごみ（粗大ごみ）,テーブル（金属製）,,て
不燃ごみ（粗大ごみ）,電気毛布,,て
受入れできないもの,テレビ,商品を購入した店舗または買い替えの場合は商品購入予定の店舗に引き取ってもらってください（要：リサイクル料金）,て
受入れできないもの,電池（充電式）,回収協力店（電気店）に引き取ってもらってください。,て
古紙類,電話帳,配付時に前年分を返却してください。,て
古紙類,ティッシュペーパーの箱,,て
可燃ごみ（粗大ごみ）,テーブル（木製）,金属部分を外して出してください。,て
小型家電,テレビゲーム機,,て
小型家電,テレビチューナー内蔵パソコン用モニター,,て
小型家電,電気カミソリ,,て
小型家電,電気コード、電気ケーブル,,て
小型家電,電気サンダ,,て
小型家電,電話機,,て
小型家電,電気ストーブ,小型家電ボックス（横60センチ たて25センチ）に入らないものは、不燃ごみとしてお出しください。,て
小型家電,電子書籍端末,,て
小型家電,電子体温計,,て
小型家電,電子体重計,,て
小型家電,電子時計（電気時計）,,て
小型家電,電卓,,て
小型家電,電気ドリル,,て
小型家電,電子レンジ,小型家電ボックス（横60センチ たて25センチ）に入らないものは、不燃ごみとしてお出しください。,て
小型家電,デジタルカメラ,,て
小型家電,デジタル歩数計,,て
小型家電,電磁調理器（IH調理器）,小型家電ボックス（横60センチ たて25センチ）に入らないものは、不燃ごみとしてお出しください。,て
小型家電,電動ハブラシ,,て
小型家電,電子辞書,,て
小型家電,DVDレコーダー/プレイヤー,小型家電ボックス（横60センチ たて25センチ）に入らないものは、不燃ごみとしてお出しください。,て
有害ごみ,電池,,て
有害ごみ,電球（電球型蛍光灯）　型番EFから始まる,割れないように出してください。,て
不燃ごみ,時計,電池を抜いて出してください。,と
不燃ごみ,トロフィー,,と
不燃ごみ,トイレブラシ,,と
不燃ごみ,トランシーバー,電池を抜いて出してください。,と
不燃ごみ,ドライバー,,と
不燃ごみ,土鍋・土瓶,,と
不燃ごみ（粗大ごみ）,トタン板,日曜大工で出たものに限ります。,と
受入れできないもの,トンネル用ビニール（農業用）,購入店または専門業者へ引取りを依頼してください。,と
古紙類,トイレットペーパーの芯,プラスチック製は、不燃ごみでお出しください。,と
小型家電,ドライヤー,,と
小型家電,トースター,小型家電ボックス（横60センチ たて25センチ）に入らないものは、不燃ごみとしてお出しください。,と
不燃ごみ,鍋（なべ）,,な
不燃ごみ,ナイフ,先端部分を保護して出してください。,な
不燃ごみ,流し台,金属部分は取り除いてください。,な
不燃ごみ,鉈（なた）,先端部分を保護して出してください。,な
不燃ごみ,鍋敷（金属製）,,な
受入れできないもの,苗箱,購入店または専門業者へ引取りを依頼してください。,な
可燃ごみ,長靴,金具等は取り外して不燃ごみにお出しください。金具等が取り外せないものは不燃になります。,な
可燃ごみ,鍋焼きうどんのアルミ鍋（汚れているもの）,,な
可燃ごみ,縄,短く切って袋に入れて出してください。,な
可燃ごみ,鍋つかみ,,な
可燃ごみ,鍋敷（布・木製）,,な
可燃ごみ,苗用ポット（プラマークなし）または汚れた苗用ポット,家庭菜園程度に限ります。,な
容器包装プラスチック,苗用ポット（プラマークあり）,家庭菜園程度に限ります。,な
空き缶,鍋焼うどんのアルミ鍋（汚れの無いもの）,資源として再利用します。,な
不燃ごみ,ニッパー,,に
可燃ごみ,庭木の剪定くず,長さ1m以内に切り、峰山クリーンセンターへ搬入。太さが20センチを超えるものは大宮最終処分場へ。,に
可燃ごみ,人形（木・布･ゴム製）,電池を使用していないもの。,に
不燃ごみ,縫い針,散らばらないようにして出してください。,ぬ
不燃ごみ,塗り薬びん,空きびんではありません。,ぬ
可燃ごみ,ぬいぐるみ,電池を使用していないもの。,ぬ
可燃ごみ,ぬかみそ,,ぬ
不燃ごみ,ねずみ取りカゴ,,ね
不燃ごみ,ねんど（土製）,工作用に限ります。,ね
可燃ごみ,寝袋,,ね
可燃ごみ,ねんど（紙製）,工作用に限ります。,ね
不燃ごみ,のみ,,の
不燃ごみ,のこぎり,,の
不燃ごみ,農薬びん,中身を使い切って出してください。空きびんではありません。,の
受入れできないもの,農機具,購入店または専門業者へ引取りを依頼してください。,の
受入れできないもの,農業用ビニール（プラ関係）,購入店または専門業者へ引取りを依頼してください。,の
受入れできないもの,農薬,購入店または薬局にご相談ください。,の
小型家電,ノートパソコン,小型家電ボックス（横60センチ たて25センチ）に入らないものは、各メーカーに回収を申し込んでください。,の
空きびん,飲み薬のびん,空にして、すすいで、ふたを取って出してください。,の
不燃ごみ,パチスロ台（家庭用）,事業活動によるものは、受入れできません。,は
不燃ごみ,ハンダゴテ,,は
不燃ごみ,ハーモニカ,,は
不燃ごみ,灰,燃やす行為は、止めてください。,は
不燃ごみ,灰皿（陶磁器・ガラス製）,空きびんではありません。,は
不燃ごみ,バケツ,,は
不燃ごみ,はさみ,先端部分を保護して出してください。,は
不燃ごみ,はんこ（石製）,壊してから出してください。,は
不燃ごみ,ハンガー（針金・プラスチック製とも）,,は
不燃ごみ,針金,散らばらないようにして出してください。,は
不燃ごみ,はた（機織り機）,金属類、木製部品の分別が必要です。解体及び運搬を業者に依頼する場合、その解体業者が一廃収運許可を持っている必要あります。許可が無ければ許可業者に収運を依頼してください。,は
不燃ごみ,針,散らばらないようにして出してください。,は
不燃ごみ,刃物類,先端部分を保護して出してください。,は
不燃ごみ,白熱電球,,は
不燃ごみ,歯ブラシ,,は
不燃ごみ（粗大ごみ）,はしご（金属製）,,は
不燃ごみ（粗大ごみ）,バール,,は
不燃ごみ（粗大ごみ）,パイプ椅子,,は
不燃ごみ（粗大ごみ）,パイプベット,,は
不燃ごみ（粗大ごみ）,バット（金属製）,,は
受入れできないもの,バッテリー,購入店または専門業者へ引取りを依頼してください。,は
受入れできないもの,パソコン（デスクトップ型）,小型家電ボックス（横60センチ たて25センチ）に入らないものは、各メーカーに回収を申し込んでください。,は
受入れできないもの,廃油(機械油・オイルなど),購入店または専門業者へ引取りを依頼してください。,は
受入れできないもの,ハウス用ビニール,購入店または専門業者へ引取りを依頼してください。,は
受入れできないもの,パレット（フォークリフト用）,京都府産業廃棄物協会（075-694-3402）,は
受入れできないもの,パソコン（自作型）,自作パソコンなどメーカーのわからないものは、有限責任中間法人パソコン3R推進センター（03-5282-7685）へご連絡ください。,は
受入れできないもの,バイク・オートバイ,販売店・製造元または二輪車リサイクルコールセンター　（050-3000-0727）にご連絡ください。ホームページHttp://www.jarC.or.jp/motorCyCLE/,は
古紙類,パンフレット・カタログ,,は
可燃ごみ,バスタオル・バスマット,,は
可燃ごみ,はんこ（木製）,壊してから出してください。,は
可燃ごみ,バック・かばん（布・皮製）,,は
可燃ごみ,花火,水に浸してからお出しください。,は
可燃ごみ（粗大ごみ）,はしご（木製）,,は
可燃ごみ（粗大ごみ）,バット（木製）,,は
容器包装プラスチック,発泡スチロール,少量のものに限ります。大量に出される場合は直接持込んでください。,は
小型家電,パソコン用モニター,小型家電ボックス（横60センチ たて25センチ）に入らないものは、各メーカーに回収を申し込んでください。,は
小型家電,パソコン（小型）,,は
小型家電,パソコン（基盤）,,は
小型家電,ハンドクリーナー,,は
不燃ごみ,ビデオテープ（ケースを含む）,,ひ
不燃ごみ,ピンセット,,ひ
不燃ごみ,PVCマット,事業活動によるものは、受入れできません。,ひ
不燃ごみ,ピアニカ,,ひ
受入れできないもの,ピアノ,購入店または専門業者へ引取りを依頼してください。,ひ
受入れできないもの,肥料袋（農業用で使用するもの）,農業用のものの処分は購入店にご相談ください。,ひ
古紙類,ビールのパック紙,,ひ
可燃ごみ,便箋（びんせん）,,ひ
可燃ごみ,肥料袋（家庭菜園で使用するもの）,プラマークが付いているものは、資源ごみとしてお出しください。,ひ
可燃ごみ,ビーチサンダル,,ひ
可燃ごみ（粗大ごみ）,ビニールシート（家庭用）,折りたたむか束ねたままで出してください。,ひ
容器包装プラスチック,漂白剤ボトル,中身を使い切って出してください。,ひ
小型家電,BS（CS)アンテナ、チューナー,小型家電ボックス（横60センチ たて25センチ）に入らないものは、不燃ごみとしてお出しください。,ひ
小型家電,ビデオカメラ・ビデオデッキ,小型家電ボックス（横60センチ たて25センチ）に入らないものは、不燃ごみとしてお出しください。,ひ
空きびん,ビールびん,買ったお店に返してください。（リターナブルびん）,ひ
不燃ごみ,フロアカーペット,,ふ
不燃ごみ,プラモデル,,ふ
不燃ごみ,フライパン,,ふ
不燃ごみ,フロッピーディスク,壊してから出してください。,ふ
不燃ごみ,ぶんちん,,ふ
不燃ごみ,風呂用（いす・おけ）,素材により分別してください。,ふ
不燃ごみ,風鈴（ふうりん）,,ふ
不燃ごみ,フォーク,,ふ
不燃ごみ,筆箱,素材により分別してください。,ふ
不燃ごみ,フライ返し,素材により分別してください。,ふ
不燃ごみ（粗大ごみ）,ブラインド,,ふ
不燃ごみ（粗大ごみ）,ファンヒーター,電池とタンク・本体に溜まっている灯油は必ず抜いて出してください。,ふ
不燃ごみ（粗大ごみ）,風呂用（湯船のふた）,素材により分別してください。,ふ
不燃ごみ（粗大ごみ）,プリンター大（横61センチ　たて26センチ以上のもの）,家庭用のものに限ります。,ふ
受入れできないもの,プロパンガスボンベ,購入店または専門業者へ引取りを依頼してください。,ふ
受入れできないもの,フォークリフト用のパレット,京都府産業廃棄物協会（075-694-3402）,ふ
古紙類,プリント,,ふ
可燃ごみ,筆,素材により分別してください。,ふ
可燃ごみ,風船,,ふ
可燃ごみ,封筒（紙製）,有効利用してください。,ふ
可燃ごみ,封筒（ビニール窓付き）,有効利用してください。,ふ
可燃ごみ,プール（幼児用）,,ふ
可燃ごみ,布団カバー・布団袋,,ふ
可燃ごみ（粗大ごみ）,ブルーシート（家庭用）,折りたたむか束ねたままで出してください。,ふ
可燃ごみ（粗大ごみ）,襖（ふすま）,現地確認が必要ですので事前に峰山クリーンセンター（0772-62-4626）にご連絡ください。施設には、1.0m以内もしくは半分に切断してから持ち込んでください。,ふ
可燃ごみ（粗大ごみ）,布団,折りたたむか束ねたままで出してください。,ふ
容器包装プラスチック,プリンのカップ,すすいでから出してください。,ふ
小型家電,布団乾燥機,小型家電ボックス（横60センチ たて25センチ）に入らないものは、不燃ごみとしてお出しください。,ふ
小型家電,フードプロセッサ,小型家電ボックス（横60センチ たて25センチ）に入らないものは、不燃ごみとしてお出しください。家庭用に限ります。,ふ
小型家電,ファクシミリ機,小型家電ボックス（横60センチ たて25センチ）に入らないものは、不燃ごみとしてお出しください。家庭用に限ります。,ふ
小型家電,プロジェクター,小型家電ボックス（横60センチ たて25センチ）に入らないものは、不燃ごみとしてお出しください。家庭用に限ります。,ふ
小型家電,プリンター（横60センチ　たて25センチ以内）,小型家電ボックス（横60センチ たて25センチ）に入らないものは、不燃ごみとしてお出しください。家庭用に限ります。,ふ
ペットボトル,ペットボトル（飲料・酒・しょうゆ類）,表示数字が1のマークのあるものに限ります。,へ
不燃ごみ,ペンキのスプレー式の缶,中身を使い切り穴を空けて出してください。,へ
不燃ごみ,弁当箱,素材により分別してください。,へ
不燃ごみ,ヘアピン,散らばらないようにして出してください。,へ
不燃ごみ,ペーパーナイフ,先端部分を保護して出してください。,へ
不燃ごみ,ペンキの空き缶,中身を使い切ったものに限ります。,へ
不燃ごみ,ヘッドホン,,へ
不燃ごみ,ヘルメット,,へ
不燃ごみ（粗大ごみ）,ベビーカー,,へ
不燃ごみ（粗大ごみ）,ベッド用マットレス（スプリング）,排出者で要解体。布部分・木枠部分は可燃ごみ。スプリング等金属部分は不燃ごみ。,へ
不燃ごみ（粗大ごみ）,ベッド（金属製）,,へ
可燃ごみ,ペットの砂,,へ
可燃ごみ,ペットボトル（汚れが落ちないもの）,,へ
可燃ごみ,便座カバー,,へ
可燃ごみ（粗大ごみ）,ベッド用マットレス（布類）,排出者で要解体。布部分・木枠部分は可燃ごみ。スプリング等金属部分は不燃ごみ。,へ
可燃ごみ（粗大ごみ）,ベッド（木製）,金属部分を外して出してください。,へ
容器包装プラスチック,弁当容器(コンビニ等）,すすいでから出してください。,へ
容器包装プラスチック,ヘアカラーチューブ,分別困難な場合は、可燃ごみに出してください。,へ
容器包装プラスチック,ペットボトルのふた,,へ
小型家電,ヘアドライヤー,,へ
空き缶,ヘアスプレー缶,空にして、火気のない所で穴をあけてだしてください。,へ
不燃ごみ,包丁,先端部分を保護して出してください。,ほ
不燃ごみ,包丁研ぎ,,ほ
不燃ごみ,ボール（球：空気を中に入れることができないもの）,ゴルフボール、軟式野球ボール、硬式野球ボール、テニスボール、ゲートボール、ボウリングボール　他,ほ
不燃ごみ,ポリ容器,家庭用に限ります。,ほ
不燃ごみ,ボンド,家庭用に限ります。,ほ
不燃ごみ,ホーロー鍋,,ほ
不燃ごみ,ボールペン,,ほ
不燃ごみ,望遠鏡,,ほ
不燃ごみ,哺乳びん,,ほ
不燃ごみ,芳香剤,,ほ
不燃ごみ,ホッチキス,,ほ
不燃ごみ（粗大ごみ）,歩行器（子供用）,,ほ
不燃ごみ（粗大ごみ）,ホワイトボード（白板）,,ほ
不燃ごみ（粗大ごみ）,本棚（金属製）,,ほ
不燃ごみ（粗大ごみ）,ポータブルコンロ,カセット燃料をはずして出してください。,ほ
不燃ごみ（粗大ごみ）,ボストンバッグ,,ほ
受入れできないもの,ホイール（自動車部品）,購入店または専門業者へ引取りを依頼してください。,ほ
古紙類,包装紙,,ほ
古紙類,本(書籍）,雑誌類と同じ区分で出してください。,ほ
可燃ごみ,ボール（球：空気を中に入れることができるもの）,空気を抜いてから出してください。バスケットボール、サッカーボール、バレーボール、ラグビーボール、ドッジボール、ビーチボール、ピンポン球　他,ほ
可燃ごみ,防虫シート,,ほ
可燃ごみ,ホース,長さを1m以内に切断してからお出しください。,ほ
可燃ごみ,保冷剤,,ほ
可燃ごみ（粗大ごみ）,本棚（木製）,金属部分を外して出してください。（ガラス含む）,ほ
可燃ごみ（粗大ごみ）,ほうき（木製）,金属部分を外して出してください。,ほ
小型家電,ホットプレート,小型家電ボックス（横60センチ たて25センチ）に入らないものは、不燃ごみとしてお出しください。家庭用に限ります。,ほ
小型家電,ポータブルミシン小（横60センチ　たて25センチ以内）,小型家電ボックス（横60センチ たて25センチ）に入らないものは、不燃ごみとしてお出しください。,ほ
小型家電,ポット,,ほ
有害ごみ,ボタン電池,,ほ
不燃ごみ,万年筆,,ま
不燃ごみ,マーカーペン,,ま
不燃ごみ,麻雀パイ,,ま
不燃ごみ,マイク,電池を抜いて出してください。,ま
不燃ごみ,マウス,,ま
不燃ごみ,マグネット（磁石）,,ま
不燃ごみ,マジックペン,,ま
不燃ごみ,マスカラ・マニキュア,,ま
不燃ごみ,マットレス,排出者で要解体。布部分・木枠部分は可燃ごみ。スプリング等金属部分は不燃ごみ。,ま
不燃ごみ,まな板（プラスチック製）,,ま
不燃ごみ,魔法瓶,,ま
不燃ごみ,マルチシート（家庭菜園で使用するもの）,農業用のものは購入店にご相談ください。,ま
不燃ごみ,巻き尺,,ま
不燃ごみ,マグカップ（陶磁器類）,,ま
不燃ごみ（粗大ごみ）,マッサージ機（チェアー）,,ま
可燃ごみ,マフラー（防寒用）,,ま
可燃ごみ,マウスパッド,,ま
可燃ごみ,まくら,素材により分別してください。,ま
可燃ごみ,孫の手,素材により分別してください。,ま
可燃ごみ,マッチ、マッチ箱,水にぬらして出してください。,ま
可燃ごみ（粗大ごみ）,まな板（木製）,,ま
小型家電,万歩計,電池を抜いて出してください。,ま
小型家電,マッサージ機（小型）,小型家電ボックス（横60センチ たて25センチ）に入らないものは、不燃ごみとしてお出しください。家庭用に限ります。,ま
不燃ごみ,mD（ミニディスク）,壊してから出してください。,み
不燃ごみ,水差し,,み
不燃ごみ（粗大ごみ）,ミシン大（横61センチ　たて26センチ以上）,,み
容器包装プラスチック,みかんの網・ネット・ポリ袋,,み
小型家電,ミキサー（食品用）,小型家電ボックス（横60センチ たて25センチ）に入らないものは、不燃ごみとしてお出しください。家庭用に限ります。,み
小型家電,ミニ掃除機,電池を抜いて出してください。,み
不燃ごみ,虫かご,,む
不燃ごみ,虫取り網,,む
不燃ごみ,虫ピン,散らばらないようにして出してください。,む
不燃ごみ,虫めがね,,む
小型家電,無線機,電池を抜いて出してください。,む
不燃ごみ,目覚まし時計,電池を抜いて出してください。,め
不燃ごみ,名刺入れ（金属製）,,め
不燃ごみ,めがね,,め
不燃ごみ,めがねケース,,め
古紙類,メモ用紙,,め
可燃ごみ,名刺,,め
可燃ごみ,名刺入れ（布製）,,め
可燃ごみ,綿棒,,め
容器包装プラスチック,目薬の容器（ボトル）,すすいでから出してください。,め
小型家電,メモリーカード,,め
不燃ごみ,モップ,,も
不燃ごみ（粗大ごみ）,物干し竿,,も
不燃ごみ（粗大ごみ）,物干し台,,も
小型家電,もちつき機（電気式）,小型家電ボックス（横60センチ たて25センチ）に入らないものは、不燃ごみとしてお出しください。家庭用に限ります。,も
小型家電,モニターテレビ,小型家電ボックス（横60センチ たて25センチ）に入らないものは、不燃ごみとしてお出しください。家庭用に限ります。,も
小型家電,モデム,,も
不燃ごみ,やかん,,や
不燃ごみ,やすり,,や
受入れできないもの,薬品（農薬等の劇物）,購入店または専門業者へ引取りを依頼してください。,や
不燃ごみ,湯たんぽ（金属製）,,ゆ
不燃ごみ（粗大ごみ）,浴槽のふた,,ゆ
小型家電,USBメモリー,,ゆ
可燃ごみ,ヨーグルトのカップ（紙製）,,よ
容器包装プラスチック,ヨーグルトのカップ（プラスチック製）,すすいでから出してください。,よ
容器包装プラスチック,ヨーグルトの外フィルム,,よ
不燃ごみ,ライター,使い切ってから出してください。火災の原因になります。,ら
不燃ごみ（粗大ごみ）,ランドセル,,ら
古紙類,ラップの芯（しん）,,ら
可燃ごみ（粗大ごみ）,ラケット（木製）,素材により分別してください。,ら
小型家電,ラジコン,,ら
小型家電,ラジオ,,ら
小型家電,ラジカセ,小型家電ボックス（横60センチ たて25センチ）に入らないものは、不燃ごみとしてお出しください。家庭用に限ります。電池を抜いて出してください。,ら
空きびん,ラムネのびん,口の部分のプラスチック部分はそのままお出しください。,ら
不燃ごみ,リール（魚釣り用）,,り
不燃ごみ,リップクリーム,,り
可燃ごみ,リュックサック（布・革製）,,り
小型家電,リモコン,,り
不燃ごみ,ルーペ,,る
不燃ごみ（粗大ごみ）,ルーフィング,日曜大工で出たものに限ります。,る
小型家電,ルーター・スイッチ,,る
不燃ごみ,レコード,,れ
不燃ごみ,れんげ（陶磁器製）,,れ
不燃ごみ,練炭,峰山・網野・久美浜最終処分場に持込みください（大宮最終処分場を除く）。,れ
不燃ごみ,レモン絞り,,れ
不燃ごみ,冷蔵庫脱臭剤,,れ
不燃ごみ（粗大ごみ）,レンジ（電子レンジ）,,れ
不燃ごみ（粗大ごみ）,レンジ台（金属製）,,れ
受入れできないもの,冷蔵庫,商品を購入した店舗または買い替えの場合は商品購入予定の店舗に引き取ってもらってください（要：リサイクル料金）,れ
受入れできないもの,冷凍庫,商品を購入した店舗または買い替えの場合は商品購入予定の店舗に引き取ってもらってください（要：リサイクル料金）,れ
可燃ごみ,レジャーシート,,れ
可燃ごみ（粗大ごみ）,レンジ台（木製）,金属部分を外して出してください。（ガラス含む）,れ
容器包装プラスチック,レジ袋,マイバッグを持参し、ごみの減量にご協力ください。,れ
小型家電,レコードプレイヤー,小型家電ボックス（横60センチ たて25センチ）に入らないものは、不燃ごみとしてお出しください。,れ
不燃ごみ,ローラースケート,,ろ
可燃ごみ,ろうそく,,ろ
可燃ごみ,ロープ,短く切って袋に入れて出してください。,ろ
